2016-03-21 09:57,#专家批武大樱花广告#【#专家批武大樱花广告#商贾不知亡国恨！】近日，武汉某企业在东京投放广告，称武汉为世界樱花之乡，对此武大专家撰文痛批，他表示竟然有一个如此奇葩的商家，漂洋过海地跑到这些樱花的原产地打广告，实在是天大的国际笑话！他还声明世界上只有日本樱花……对此你怎么看？O武大校史专家批东京赏樱广告,1173
2016-03-18 19:08,#老人早晚高峰挤公交##老人早晚高峰挤公交#【投票：老年人挤公交该不该“避高峰”？】有人说：高峰期容易引发事故，老人最好错过高峰期。也有人认为：任何人无权干涉，这个老人的权利。你怎么看？R#老人早晚高峰挤公交#被指责，你怎么看？,1034
2016-03-18 13:51,#维珍航空涉歧视##维珍航空涉歧视# 【同机旅客证实空乘言语威胁 边检不作为受质疑】昨日，有同机乘客在接受采访中证实了中国女乘客被恶语相向的情形，并确认维珍空乘曾威胁要将当事女乘客赶下飞机。此外，当事女乘客称曾在入境时向边检举报白人男子精神有问题，然而边检方面却表示“管不了”：O航班受辱乘客曾举报骂人男子,1666
2016-03-17 17:50,#维珍航空涉歧视##维珍航空涉歧视# 【女乘客被骂“中国猪” 投诉后反遭空乘威胁 】近日，有网友爆料称在乘坐维珍航空航班时遭英国人辱骂是“中国猪”，向空乘求助后却被多次威胁要赶下飞机。小编今日多次联系维珍航空中国办事处，但未获得任何回应。详细:O女子维珍航空机上被骂中国猪 #维珍航空投诉事件#,2363
2016-03-13 18:32,#一元纸币退出市场##一元纸币退出市场# 【不止山东！1元硬币化将逐步在全国推广】3月13日，央行副行长陈雨露透露，1元硬币化并不是仅在山东省实施，而是全国性的统一安排。“他说，目前推广还没有时间表，会根据试点情况进行。1元钱硬币化主要是考虑使用便利性。详情:O1元硬币化将逐步在全国推广,1132
2016-03-13 15:04,#一元纸币退出市场##一元纸币退出市场#【硬币和纸币，哪个才是你的菜？】R硬币和纸币，哪个才是你的菜？ #一元纸币退出...,12190
2016-03-13 14:58,#一元纸币退出市场#【#一元纸币退出市场# 引发的南北差异讨论】真的是南方人爱用硬币，北方人爱用纸币吗？同样是一元钱，为什么在上海和北京的使用习惯为何完全不一样？到底是什么原因，造成了这个南北差异呢？来看： O纸币硬币，你更爱谁？,1283
2016-03-12 18:01,#一元纸币退出市场#【部分城市试点#一元纸币退出市场#】据报道，山东省内5个试点市将在今年陆续启动实施“1元券硬币化工程”，一元纸币将逐步被硬币取代，以降低流通使用成本。1元硬币化，钱包终于能沉甸甸的了。 为什么退出：O一元纸币将逐步退出流通市场,13630
2016-03-10 10:37,#保安踢狗虐打老人##保安踢狗虐打老人# 近日，网上一段商场保安虐打老人的视频引发网友强烈关注。视频中，几名身穿保安制服的男子将老人踹倒在地，连番殴打。老人的宠物狗不断向施暴保安狂吠，试图保护主人，但被一脚踢飞。令人心寒的是，视频中围观者并没有上前阻止保安的暴行。现场：O网曝黑河一商场保安虐打老人,2081
2016-04-29 18:56,#中国人均财富超14万#【你拖后腿了没？#中国人均财富超14万#】据中国家庭财富调查显示，去年我国家庭人均财富为144197元，其中城镇家庭和农村家庭的人均财富分别为208317元和64780元，前者是后者的3.22倍。网友大哭：何止拖后腿，脚后跟都摸不到！O去年中国家庭人均财富144197元,1061
2016-04-27 17:34,O网页链接【浙江现银河系小哥 称敢扣车就毁灭地球】今日上午，浙江交警查获一辆轿车共违章27次，表示要扣车。车主急了，开口就说：我可是银河系要登上帝位的人！你扣了我的车，我很愤怒，我要毁灭地球。然而警察蜀黍还是残忍拒绝这位天之骄子，扣了车。O网页链接 L秒拍视频,2334
2016-04-21 19:21,#派出所长打女记者##派出所长打女记者#【警方：手机拍摄引发已停职】21日，哈尔滨铁路公安局工作人员回应称，冲突因女记者采访时手机摄录引发，事后涉事的内陆港派出所所长被停职调查。电视台工作人员透露，公安部门已向电视台进行了口头道歉，并表示已经成立调查组。（澎湃）,1394
2016-04-21 14:11,#派出所长打女记者#【#派出所长打女记者# 门口警察阻止记者进入】14日，哈尔滨女记者在内陆港派出所采访时，与派出所所长引发肢体冲突。通过门缝，记者看到该所长正把女记者按到地上，记者不停的挣扎喊救命，事件起因疑与采访时以手机录像有关，目前该局已经介入调查，该所长暂时停止工作。详情：O派出所长被曝关门打女记者,3613
2016-04-21 11:20,#漫游费为啥不取消#【新华社质问#漫游费为啥不取消#：运营成本微乎其微】欧盟国与国之间的漫游费都取消了，咱们省与省之间还依然在收。国内漫游费如同狗皮膏药20多年难取消，手机用户和业内人士对取消漫游费呼声不断，但总是石沉大海。手机漫游费取消为何如此之难？“化石费用”何时才能废止？O新华社发问手机国内漫游费何时取消,1065
2016-04-20 15:33,#李易峰杨幂#【#李易峰杨幂#到底肿么了】尽管“李易峰杨幂出轨”传言双方早已否认，网友仍会隔三差五翻出来讨论。日前“杨幂刘恺威离婚”的传言被夫妻俩发函否认，又有网友暗暗将此传言与李易峰脑补出了关系。还有知情人士向卓伟工作室爆料：李、杨二人“绝对没偷情，但是闹掰了”。咋回事儿？O网页链接,3062
2016-04-19 18:14,#社会抚养费去向成谜#【钱都花哪儿了？数百亿#社会抚养费去向成谜#】2014年，知名导演张艺谋因“超生”缴纳了高达748万元的社会抚养费。据专家推算，从1980年至今超生罚款总额约在1.5万亿以上，每年征收额可能高达250亿元。但媒体调查发现，这笔巨款的去向一直笼罩着厚厚的迷雾，少被人知：O社会抚养费一年征收250亿?,1970
2016-04-19 10:29,#90后拒帮领导订餐##90后拒帮领导订餐#谈到90后，你的第一印象是什么？是非主流？自我？还是...近年来，90后迥异的职场行为备受社会瞩目，同时也影射90后职场观：你若端着，我就无感。比起上一代人，他们更渴望靠自己的能力去打破不合情理的规则。你怎么看？O90后为什么不愿帮领导订盒饭,1437
2016-04-18 15:02,#不知空姐为何要漂亮#【贵大校长：#不知空姐为何要漂亮#】近日，贵州大学校长郑强在一次发言中金句不断：“我不明白为何中国民众把空姐看的如此神圣”、“美国航空公司的空姐几乎全是大妈”校长还逗趣的模仿起来。学生曾亲切称他为“敢说真话的校领导”。你怎么看？O网页链接 O网页链接,5454
2016-04-15 10:21,#不砸手机就挂科#【严师法则#不砸手机就挂科#】“上课玩手机，要么把手机摔烂，要么直接挂科。”这是东莞某校教师“强哥”的规定之一，近日有学生以身试法被抓到，为了不挂科，学生狠狠把手机砸向地面。校方表示，强哥原则性很强，对学生认真负责，但是会让他赔手机。来看看强哥的上课规则还有啥：O老师让学生砸手机 不砸就挂科,2005
2016-04-12 07:39,#女留学生巴黎遭群殴#【中国#女留学生巴黎遭群殴# 被嘲讽“中国佬”】近日，女留学生芳芳（化名）在法国坐地铁遭群殴。芳芳向记者讲述，7日晚她在地铁站下车后莫名遭到3人侮辱；第二天，她又在地铁站遇到前一天侮辱她的人，甚至遭到拳打脚踢。而当芳芳试图留证拍下对方时，手机却被抢走。详细>>O女留学生巴黎遭殴 被讽中国佬,2420
2016-04-11 14:10,#让学生当肉盾#【学校#让学生当肉盾#】河北美术学院与村民因征地费问题爆发冲突，竟通知全校学生去“围场子”。多名学生称，冲突现场有村民向学生扔砖头，学校还动用了铲车驱赶村民，场面十分混乱...学生表示被学校坑惨了，有一种被卖了还帮着数钱的感觉...现场视频曝光：O河北美院与村民冲突让学生围场子,2777
2016-04-11 11:23,#蔬菜价格涨幅惊人#【#蔬菜价格涨幅惊人#：从“论斤秤”到“按个买”】是谁导演了“疯狂的蔬菜”？数据显示，近两个月蔬菜价格涨幅惊人，北京地区涨幅更是高达46.61%！蒜你狠，姜你军卷土重来，市民戏称蔬菜吃得肉疼。调查发现，此轮菜价的飞涨离不开幕后黑手的炒作：O“疯狂的蔬菜”背后导演,1364
2016-04-09 11:04,#往同学保温杯中倒墨汁#【#往同学保温杯中倒墨汁#酿大祸】“你嘴里都是黑的！”经同学提醒，初二学生小涵才反应过来水有异样。原来是一名同学恶作剧，往小涵保温杯里倒了墨汁。因墨汁已经被小涵身体吸收，多家医院医生束手无策。小涵被查出心肌受损，正全力救治。教育反思，玩笑开大了就不是玩笑了...O网页链接,2803
2016-04-08 14:47,#商标局没纸了#【商标注册证半年没发 原因：#商标局没纸了#】近日，据商标代理机构反映，从去年8月21日开始，商标局一个证都没发。对此商标局回应：没纸了。工商总局致歉：纸张供应已到位，正在加班印制。还没有拿到证的朋友终于看到希望了！ 尴尬！确定不是来搞笑的......O工商回应半年不发证:纸已到位,3361
2016-04-07 19:51,#专家批弹幕低俗化##专家批弹幕低俗化#中国大部分二次元爱好者都会在在A站(AcFun)B站(BiliBlili)使用弹幕这一神器，边看视频边吐槽。但最近，有专家呛声弹幕太污太低俗，言辞粗鄙，会影响未成年人成长，要求实行实名注册。低不低俗错在弹幕本身吗？O专家批弹幕影响未成年人成长,4265
2016-04-04 09:51,#猪肉月涨30%#【吃不起啦！#猪肉月涨30%# 】今年春季，多地猪肉价格出现持续上涨。进入3月后，猪肉几乎一天一个价，据统计，在最近一个月中猪肉价格已猛涨了30%。市民表示已经吃不起猪肉啦！你那里的猪肉还好吗？O吃不起!猪肉价单月猛涨30%,1136
2016-04-02 10:22,#公交员工乘车不投币#【#公交员工乘车不投币#我就不要脸了！】一段女子乘车不投币的视频在网络曝光，视频中女子称自己是公交员工，不投币是她“应得的权利”，全车乘客要求她投币均被拒绝，女子全程态度傲慢：我就是干这个的，我就不投币咋的了！网友：不投币，不亮证，你还有理了？现场视频戳：O公交员工乘车拒投币:就不要脸,2538
2016-05-31 19:41,O17岁女生腰疼检查发现有4个肾【17岁女生腰疼 一检查发现有4个肾】小时候说腰疼时，家长总说“小孩哪有腰”？大约一个月以前，17岁的高中女生小琳莫名开始腰疼，去医院检查后在场所有人都傻了眼，医生发现她身上竟长了4个肾，每侧两个，像一对双胞胎。然而小琳的“重复肾”却不能被割掉捐献...为何？O17岁女生腰疼检查发现有4个肾,4581
2016-05-31 17:07,O揭秘中国农村:90后不提种地【揭秘真实的中国农村:80后不会种地 90后不提种地】“55岁以下的，在田里几乎看不到了。”河南延津平陵村支书肖洪生坦言，“70后”不愿种地，“80后”不会种地，“90后”不提种地，村里大都是60岁以上的老人和家庭妇女下地干活，原因为何？今后的地谁来种？详戳→O揭秘中国农村:90后不提种地,1996
2016-05-31 08:48,O男子花3天3夜搭积木被推倒【男子花3天3夜搭积木 被熊孩子推倒】一个1.8米高、由上万块乐高积木组成的“尼克狐”作品在北京展出，价值10万余元。虽有禁止触摸标志，但刚展出1小时，作品就被一小朋友推倒，碎成渣。作者虽伤心，但称小孩子不是故意的，不要赔偿。作为尼克狐fan，小编的心也碎了一地 O男子花3天3夜搭积木被推倒,1222
2016-05-30 22:06,O女生遭的哥咸猪手 被摸腿吓到不敢动【上海14岁女生遭的哥咸猪手摸大腿 涉事司机已被开除】30日上午，一女学生在乘坐一辆出租车时，竟遭驾驶员强摸大腿。女生在拍下出租车司机营运证向母亲求助，家长接到孩子后与该司机理论，司机矢口否认并迅速驾车逃离。出租公司确认情况属实，并上门赔礼道歉。O女生遭的哥咸猪手 被摸腿吓到不敢动,1579
2016-05-30 07:38,O男子帮结婚同学收份子钱后失踪【同学结婚男子帮收份子钱 收完钱拉黑所有人玩失踪】结婚本是件喜事，但重庆的周先生却无比糟心。周先生的老同学苟某以帮忙集中转交份子钱为由，瞒着他四处找不能参加婚礼的外地同学收钱，谁想到苟某收了1900元后玩起了失踪，还把所有人都拉黑了...这人品也是该下线了O男子帮结婚同学收份子钱后失踪,1909
2016-05-29 16:11,O厦门发文禁止高三毕业班学生撕书吼楼【厦门禁止学生撕书吼楼：背离学校育人宗旨】厦门教育局日前下发通知称，高考临近，个别高中校组织学生以撕书、吼楼等形式宣泄考前压力，造成不良影响。撕书、吼楼等形式背离学校育人宗旨，同时并非排解压力的正确方法，应予以纠正。网友：这届学生不行。各位怎么看?→O厦门发文禁止高三毕业班学生撕书吼楼,1790
2016-05-29 13:45,O网页链接【两男争送醉酒美女回家 竟然闹到派出所】25日晚，小李约小谢（女）吃饭，两人喝了不少酒。中途小谢偶遇老同学小张，就拉小张一起喝酒。散席时已是半夜，小李和小张争相送小谢回家。两人互不相让，跑到派出所找警察做了结。最终只能由警察将小谢送上了回家的出租车。
O网页链接,1247
2016-05-29 11:15,O网页链接【考驾照未过小伙自杀 网友：太脆弱】21岁的钱某在考驾照时，有科目没有通过。为不让家人失望，他撒谎称已经考过了。在父母高兴的商量准备为他买车时，钱某却因考试挂掉留下心结，在房间烧炭自杀。他在遗书中坦承了自己的谎言，对家人表达了歉意。网友：驾照就那么重要么？详戳→
O网页链接,13903
2016-05-29 10:42,O蜂后被困车内 2万蜜蜂为救驾围攻汽车【蜂后被困车内 2万蜜蜂围攻汽车】英国一妇人驾车购物却莫名被2万只蜜蜂“尾随”，一顿饭的功夫，车尾便被蜜蜂大军“覆盖”。妇人向养蜂人求救后才得知，蜂王可能被食物气味吸引锁在了车内，工蜂尾随汽车是为“救驾”。密集恐惧症患者慎入啊→O蜂后被困车内 2万蜜蜂为救驾围攻汽车,2544
2016-05-28 14:00,#韶山南站高铁打人事件#【乘客无票乘高铁被拒 找80人围殴客运员】网曝昨日下午发生#韶山南站高铁打人事件#，80多人冲进车站进行打砸,围殴客运员,致其口吐鲜血陷入昏迷。上海铁路局南京客运段工作人员发通报称：两名乘客因车票过期无法检票，与客运员发生冲突，叫来“帮手”将车站工作人员打伤。详戳→
O湖南通报韶山客运员被殴打事件,3015
2016-05-28 11:28,O陈年拒向周杰伦道歉:我的审美是宋冬野【陈年拒向周杰伦道歉：我的审美是宋冬野】近日某电商CEO陈年因称“一百年后周杰伦是垃圾”引发热议。5月27日陈年在某直播平台上再次提及“垃圾“一说：“我对文字是有洁癖的，你那写的上气不接下气的叫中国传统文化审美吗？我的审美是宋冬野。”同时疑暗指杰伦蹭自己话题榜>>>O陈年拒向周杰伦道歉:我的审美是宋冬野,4104
2016-05-28 08:45,#山西黑老大出狱抖威风#【#山西黑老大出狱抖威风#再被抓 警察举报身份遭曝光】23日，山西“黑老大”程幼泽三进宫后出狱，百名小弟在监狱外列队聚集、燃放鞭炮，摆宴聚餐。有人起底他是名震江湖的“大哥”，曾受诸多江湖人物膜拜。有警察通过公安内网举报其扰乱社会秩序，身份却遭到泄漏，恐遭报复：O起底山西高调出狱黑老大:曾受诸多江湖人物膜拜,1608
2016-05-27 20:39,O曝中学没收学生外带早餐.图【中学被曝禁止学生外带早餐 没收后扔垃圾车】有网友爆料称，胜利十三中老师没收学生早饭还扔到垃圾车。对此，学校回应此举主要是从学生的安全角度出发，确实没收了部分学生的早餐，但后来又让他们回来取了。当问到为啥不愿在食堂吃饭时，有学生表示：“贵，难吃。”这事你咋看？O曝中学没收学生外带早餐.图,7458
2016-05-27 16:57,O丈夫多次酒驾.妻子录视频报警【绝对真爱！妻子偷录视频举报丈夫酒驾】当一个不听劝的丈夫遇到一个正直较真的妻子时...南京一男子经常酒后开车，把妻子的规劝当成耳边风。再一次劝诫遭拒后，妻子要求和丈夫一起出门，偷录其开车视频然后报警。最终丈夫被罚12分，暂扣驾照6个月。这样的好媳妇哪里找O丈夫多次酒驾.妻子录视频报警,1425
2016-05-27 11:38,#为一个学生保留一所学校#【福建永泰：#为一个学生保留一所学校#】永泰县塘前乡芋坑小学只有一个学生和一个老师。学生兰新荣父母离异，父亲在外务工，平常生活靠爷爷奶奶照顾。村外学校条件虽好，但离家有9公里，他只能在村里小学就读。教育部门为一个学生，保留一所学校，老师也为他默默坚守。暖心！O永泰：为一个学生，保留一所学校,2530
2016-05-27 08:44,#李易峰超跑出车祸#【经纪人承认#李易峰超跑出车祸#：将详细解释】今日凌晨，一辆白色兰博基尼跑车在朝阳区大郊亭桥北侧撞上桥墩。车头左侧损毁严重，车灯脱落。据目击者提供的车上临时号牌信息显示，车主为李易峰。李易峰经纪人承认确实出了事故，但并没有造成财产和人员损伤。详戳→O李易峰深夜车祸惊魂 兰博基尼损毁.视频,6465
2016-05-26 19:23,O主人搬去国外忠犬苦守小区.图【主人搬去国外定居 狗狗小区门口苦等数年】它叫“来福”，一年四季，无论晴天阴天，刮风下雨，来福都在小区门口等待主人。小区居民说，来福是一对老夫妻养的，后来其中一人去世了，另一人去了国外定居。它的结局或许就像《忠犬八公》的Hachi一般，再也等不到主人回来了...O主人搬去国外忠犬苦守小区.图,3200
2016-05-26 17:40,O“闯江湖”男孩已被找到【12岁男孩带水枪离家出走:我走了 闯荡江湖去了】“妈！爸！我走了，闯荡江湖去了！”日前，榆林市12岁男孩小博离家出走，给爸妈写下这样一张纸条。小博同桌说他最近心情不太好，想出去走走。当天中午，他在当地被找到。孩儿啊，江湖上已经有了你的传说，踏实回家写作业吧！O“闯江湖”男孩已被找到,1033
2016-05-26 13:34,O女子被陌生人强塞6000元后报警【飞来横财？女店员被陌生男强塞6000元】“现在别拆，等我走了再拆开！”22日晚，重庆江北区一小超市内，一名男子径直走到收银台前，放下一个装有6000元现金的包裹后转身离开。收银员小程感觉很奇怪，但更多的是害怕。想来想去，选择报警求助。知道真相后，收银员吓了一跳>>O女子被陌生人强塞6000元后报警,3643
2016-05-26 11:57,O大学生逃课被罚抄3500遍我错了【25名大学生逃课 90后辅导员要求罚抄3500遍我错了】四川工商学院经管学院的学生因逃课被罚抄3500遍“我错了”引争议。辅导员称，按照一秒罚写一遍“我错了”，逃课50多分钟要罚3500遍。学生抄到手软，感慨再不敢逃课了。院方表示已批评辅导员。还记得当年的幺鸡和biang吗？O大学生逃课被罚抄3500遍我错了,1648
2016-05-26 08:05,O学生被批评后喝农药 家长要赔偿未果打人【高中生被批评后喝农药 家长进校殴打老师】20日，河南一高中生王某因违反校规被女老师批评，后王某离开学校喝下农药……23日，王某之父纠集多人到校内对正在上课的女老师进行撕拽、扇耳光，捶打，并踢打劝阻的老师和学生，还阻止120工作。真实情况到底是？详情>>O学生被批评后喝农药 家长要赔偿未果打人,6853
2016-05-25 20:57,O学霸宿舍8姐妹同时考上研究生【又见学霸宿舍！河南宿舍8姐妹同时考上研究生】洛阳师范学院同寝室的8名女生分别被3所985、5所211高校录取。她们共同复习，相互鼓励，有人三点一线，有人劳逸结合，每天看一段伪装者。有网友说这就是我和学霸的差距，看完一段还想看下一段快来get她们的秘诀→O学霸宿舍8姐妹同时考上研究生,1350
2016-05-25 19:06,O18年前他火海里救了她【18年前他火海里救了她 18年后她带他参加毕业典礼】18年前，警员Getz把从火场救出陷入昏迷的Aponte送进医院。18年后，她邀请他参加毕业典礼。过了这么久，他们还会经常见面，像家人一样关心对方。最美好的事莫过于一个无私付出的人遇到了一个知道感恩的人感人对比照:O18年前他火海里救了她,1161
2016-05-25 13:51,#钱钟书夫人杨绛逝世#【#钱钟书夫人杨绛逝世# 享年105岁】5月25日凌晨，著名女作家、文学翻译家和外国文学研究家、钱钟书夫人杨绛在北京协和医院病逝，享年105岁。缅怀先生详情>>O杨绛今日凌晨去世 享年105岁,1362
2016-05-25 12:07,O真人版摸金校尉:成员死于内讧【真人版摸金校尉：不少成员死于内讧】今年50多岁的孙宝富至今还第一次盗墓经历记忆犹新，在墓地黑灯瞎火的差点尿裤子。后来因盗曹操墓获700元分红，最终被罚好几万被关进牢里。他称，江湖有“不动皇陵，不出人命”等行规，没电视里说的那么玄，不少盗墓贼因分赃不均内讧致死：O真人版摸金校尉:成员死于内讧,1233
2016-05-25 08:13,#参加好声音面试后失联#【女大学生#参加好声音面试后失联# 警方：已被刑拘】昨日警方通报，失联7天的22岁星海音乐学院女生已找到，但结果却让人大跌眼镜，原来该女生因涉嫌犯罪被警方刑拘。据知情人称，女孩最近在校外做KTV服务生，此次被警方抓获或因"涉黄"。此后，其家人也拒绝了记者的采访。详细>>O女大学生失联或因涉黄被拘,1433
2016-05-24 21:50,O重庆失足坠楼二哈头又被卡住了？【重庆失足坠楼那只二哈 头又被卡住了？】17日，重庆人和街附近，一只哈士奇因为失足坠楼挂电线上火爆网络。昨日，又有网友爆料称，该二哈头又被防盗窗卡住了。主人称，它喜欢抓老鼠，专门让它待阳台打望，只有头能探出来，不是被卡住哈！网友：真是重庆第一网红。现场图>>O重庆失足坠楼二哈头又被卡住了？,1427
2016-05-24 20:44,#93岁功夫奶奶行侠仗义#【#93岁功夫奶奶行侠仗义# 曾单挑恶霸】93岁的张荷仙奶奶，出生于武学世家，三四岁开始习武。90年来，她勤练不辍，尤以拳、腿、棍为三绝，从不恃强凌弱，但路见不平必拔刀相助，是有名的侠女。老人几十年没上过医院，从不吃保健品，如今依然出拳带风。网友：真女神>>O93岁"功夫奶奶"：几十年都没去过医院,1125
2016-05-24 19:58,O男子花百万送妻出国 妻与同学好上【男子花百万送妻出国读博 结果妻子与同学好上】李先生与妻子婚后一直未育，后来妻子提出想去美国读博。李先生几经劝解，无奈妻子主意已定。此后，李先生给妻子各项资助150万。然而就在毕业前，妻子却告诉他已和同学好上，要求离婚。网友：爱上一匹野马，头上一片草原详情>>O男子花百万送妻出国 妻与同学好上,3232
2016-05-24 19:06,O网页链接【昆明小情侣地铁吻了11站 单身狗直呼"这班地铁有毒"】今早8点左右上班早高峰，有网友在昆明北部客运站开往呈贡的地铁上目睹尴尬一幕，一对小情侣在车厢内吻得天昏地暗，尴尬的旁人只能低头玩手机装作没看见。网友：他们接吻超11个站……根本停不下来。图>>O网页链接,2788
2016-05-24 17:33,#男子开车当街强抢女学生#【#男子开车当街强抢女学生# 称抢回去当媳妇】5月22日，浠水一中路口，一名驾车的中年男子突然停车，拦腰抱住一名路边行走的高中女生就往车里拖，女生极力反抗，引起周边群众报警，徐某马上驾车逃走。警方将其抓获后，徐某交代，自己拖拽女生，就是想抢回去当媳妇。现场图>>O男子光天化日强抢女学生 称当媳妇,1017
2016-05-24 16:21,O藏獒神话破灭:如今白送没人要【藏獒神话破灭：曾经数万1只 如今白送没人要】2012年2月，首届华中藏獒展在武汉举行。当时藏獒多吉和布加迪被标价2000多万，一时风光无限。开着豪华越野车，牵着高大威猛的藏獒，曾经是老板身份的象征。然而，短短几年时间，火爆的藏獒市场，为何一下子就被市场打回原形？探因>>O藏獒神话破灭:如今白送没人要,2228
2016-05-24 14:49,#乘客在机场脱鞋睡觉#【#乘客在机场脱鞋睡觉# 帅哥发怒将其鞋子扔掉】近日，一位帅气小伙在厦门机场的候机室拍下旅客脱鞋睡觉的不文明行为。小伙认为机场工作人员不敢管的态度，以及周围群众淡漠的行为，损害了国人的形象。小伙最后愤怒地将一名中年乘客鞋子扔进了垃圾桶。换做是你，你会怎么做？O乘客机场脱鞋睡觉 小伙怒扔鞋,4826
2016-05-24 11:31,#最挣钱网红排行榜#【#最挣钱网红排行榜#：今年网红能赚580亿】《2016中国电商红人大数据报告》发布，预计2016年红人产业远超2015年中国电影440亿的票房金额。网友感慨，还拍什么电影啊，都来做网红吧！报告中还发布了电商红人商业价值指数榜，王思聪女友雪梨排名第七。有你认识的网红么？O网红年赚580亿 超全年总票房,2746
2016-05-24 11:12,O网页链接【极限挑战下架?官方:技术问题】23日，有网友爆料:极限挑战新一期“遭下架整改”，原因是节目中张艺兴撞到重要位置……当晚“极限”的最新一集在视频网站上神秘失踪。节目组发微博回应:称是技术问题。目前，该节目在网络平台已正常播出。快看花絮:“小绵羊”多么痛的领悟→O网页链接,2914
